x,y,z,t
-4.2299,2.78725,0.0208676,33.17
-4.25798,2.75053,0.0207955,33.18
-4.28569,2.71345,0.0207247,33.19
-4.31303,2.67602,0.0206552,33.2
-4.34,2.63824,0.020587,33.21
-4.36659,2.60012,0.0205201,33.22
-4.39279,2.56165,0.0204544,33.23
-4.41861,2.52285,0.02039,33.24
-4.44405,2.48371,0.0203268,33.25
-4.46909,2.44423,0.0202648,33.26
-4.49373,2.40443,0.0202041,33.27
-4.51798,2.3643,0.0201445,33.28
-4.54182,2.32385,0.0200862,33.29
-4.56526,2.28308,0.020029,33.3
-4.58829,2.24199,0.0199729,33.31
-4.61091,2.2006,0.0199181,33.32
-4.63312,2.15889,0.0198643,33.33
-4.65491,2.11687,0.0198117,33.34
-4.67627,2.07456,0.0197602,33.35
-4.69722,2.03195,0.0197099,33.36
-4.71773,1.98904,0.0196606,33.37
-4.73782,1.94584,0.0196124,33.38
-4.75747,1.90235,0.0195653,33.39
-4.77669,1.85858,0.0195193,33.4
-4.79547,1.81453,0.0194743,33.41
-4.81381,1.77021,0.0194304,33.42
-4.83171,1.72561,0.0193875,33.43
-4.84916,1.68074,0.0193457,33.44
-4.86616,1.63561,0.0193049,33.45
-4.88271,1.59022,0.0192651,33.46
-4.89881,1.54457,0.0192263,33.47
-4.91444,1.49868,0.0191885,33.48
-4.92962,1.45253,0.0191518,33.49
-4.94434,1.40614,0.019116,33.5
-4.95859,1.35951,0.0190813,33.51
-4.97238,1.31264,0.0190475,33.52
-4.98569,1.26554,0.0190146,33.53
-4.99854,1.21822,0.0189828,33.54
-5.01091,1.17067,0.0189519,33.55
-5.02281,1.1229,0.018922,33.56
-5.03423,1.07492,0.018893,33.57
-5.04516,1.02672,0.018865,33.58
-5.05562,0.978325,0.0188379,33.59
-5.06559,0.929726,0.0188118,33.6
-5.07508,0.880929,0.0187866,33.61
-5.08407,0.831941,0.0187623,33.62
-5.09258,0.782764,0.018739,33.63
-5.1006,0.733403,0.0187166,33.64
-5.10812,0.683864,0.0186951,33.65
-5.11514,0.634151,0.0186745,33.66
-5.12167,0.584268,0.0186548,33.67
-5.1277,0.534219,0.018636,33.68
-5.13323,0.484011,0.0186182,33.69
-5.13826,0.433647,0.0186012,33.7
-5.14278,0.383131,0.0185852,33.71
-5.1468,0.33247,0.01857,33.72
-5.15031,0.281667,0.0185558,33.73
-5.15331,0.230727,0.0185424,33.74
-5.1558,0.179656,0.01853,33.75
-5.15778,0.128457,0.0185184,33.76
-5.15925,0.0771359,0.0185077,33.77
-5.16021,0.0256977,0.0184979,33.78
-5.16065,-0.025853,0.018489,33.79
-5.16058,-0.0775112,0.018481,33.8
-5.15999,-0.129272,0.0184738,33.81
-5.15888,-0.18113,0.0184676,33.82
-5.15725,-0.233081,0.0184622,33.83
-5.15511,-0.28512,0.0184577,33.84
-5.15244,-0.337241,0.0184541,33.85
-5.14925,-0.38944,0.0184514,33.86
-5.14554,-0.441712,0.0184495,33.87
-5.14131,-0.494051,0.0184486,33.88
-5.13655,-0.546452,0.0184485,33.89
-5.13127,-0.59891,0.0184493,33.9
-5.12547,-0.651421,0.018451,33.91
-5.11914,-0.703978,0.0184536,33.92
-5.11228,-0.756578,0.0184571,33.93
-5.1049,-0.809214,0.0184615,33.94
-5.09699,-0.861881,0.0184667,33.95
-5.08856,-0.914575,0.0184729,33.96
-5.0796,-0.96729,0.0184799,33.97
-5.07011,-1.02002,0.0184879,33.98
-5.0601,-1.07276,0.0184967,33.99
-5.04955,-1.12551,0.0185064,34
-5.03848,-1.17825,0.0185171,34.01
-5.02689,-1.231,0.0185286,34.02
-5.01476,-1.28373,0.0185411,34.03
-5.00211,-1.33644,0.0185544,34.04
-4.98893,-1.38914,0.0185687,34.05
-4.97522,-1.4418,0.0185839,34.06
-4.96099,-1.49444,0.0186001,34.07
-4.94623,-1.54704,0.0186171,34.08
-4.93095,-1.59959,0.0186351,34.09
-4.91514,-1.6521,0.018654,34.1
-4.89881,-1.70456,0.0186738,34.11
-4.88195,-1.75696,0.0186946,34.12
-4.86456,-1.80929,0.0187164,34.13
-4.84666,-1.86155,0.0187391,34.14
-4.82823,-1.91374,0.0187627,34.15
-4.80928,-1.96585,0.0187874,34.16
-4.78981,-2.01788,0.0188129,34.17
-4.76982,-2.06981,0.0188395,34.18
-4.74931,-2.12165,0.018867,34.19
-4.72828,-2.17339,0.0188956,34.2
-4.70674,-2.22501,0.0189251,34.21
-4.68468,-2.27653,0.0189556,34.22
-4.6621,-2.32793,0.0189871,34.23
-4.63901,-2.37921,0.0190197,34.24
-4.61541,-2.43036,0.0190532,34.25
-4.5913,-2.48137,0.0190878,34.26
-4.56667,-2.53225,0.0191234,34.27
-4.54154,-2.58298,0.0191601,34.28
-4.5159,-2.63356,0.0191978,34.29
-4.48976,-2.68399,0.0192366,34.3
-4.46311,-2.73425,0.0192764,34.31
-4.43596,-2.78435,0.0193173,34.32
-4.40831,-2.83428,0.0193593,34.33
-4.38016,-2.88403,0.0194024,34.34
-4.35152,-2.9336,0.0194466,34.35
-4.32238,-2.98298,0.0194919,34.36
-4.29274,-3.03217,0.0195384,34.37
-4.26261,-3.08117,0.019586,34.38
-4.232,-3.12995,0.0196347,34.39
-4.2009,-3.17853,0.0196846,34.4
-4.16931,-3.2269,0.0197356,34.41
-4.13724,-3.27505,0.0197879,34.42
-4.10468,-3.32297,0.0198413,34.43
-4.07165,-3.37066,0.0198959,34.44
-4.03814,-3.41812,0.0199517,34.45
-4.00416,-3.46534,0.0200088,34.46
-3.96971,-3.51231,0.0200671,34.47
-3.93479,-3.55903,0.0201267,34.48
-3.8994,-3.6055,0.0201875,34.49
-3.86354,-3.6517,0.0202497,34.5
-3.82723,-3.69764,0.0203131,34.51
-3.79046,-3.74331,0.0203778,34.52
-3.75323,-3.7887,0.0204438,34.53
-3.71554,-3.83381,0.0205112,34.54
-3.67741,-3.87863,0.02058,34.55
-3.63883,-3.92316,0.0206501,34.56
-3.59981,-3.9674,0.0207216,34.57
-3.56034,-4.01133,0.0207946,34.58
-3.52043,-4.05496,0.0208689,34.59
-3.48009,-4.09827,0.0209447,34.6
-3.43932,-4.14127,0.021022,34.61
-3.39812,-4.18395,0.0211007,34.62
-3.35649,-4.22629,0.0211809,34.63
-3.31444,-4.26831,0.0212627,34.64
-3.27197,-4.30999,0.021346,34.65
-3.22908,-4.35133,0.0214308,34.66
-3.18578,-4.39233,0.0215173,34.67
-3.14207,-4.43297,0.0216053,34.68
-3.09796,-4.47325,0.0216949,34.69
-3.05344,-4.51318,0.0217862,34.7
-3.00853,-4.55274,0.0218792,34.71
-2.96322,-4.59193,0.0219738,34.72
-2.91752,-4.63075,0.0220702,34.73
-2.87144,-4.66919,0.0221683,34.74
-2.82496,-4.70724,0.0222681,34.75
-2.77812,-4.7449,0.0223698,34.76
-2.73089,-4.78217,0.0224732,34.77
-2.68329,-4.81905,0.0225786,34.78
-2.63533,-4.85552,0.0226857,34.79
-2.587,-4.89158,0.0227948,34.8
-2.53831,-4.92723,0.0229058,34.81
-2.48927,-4.96247,0.0230187,34.82
-2.43987,-4.99729,0.0231337,34.83
-2.39013,-5.03168,0.0232506,34.84
-2.34005,-5.06565,0.0233696,34.85
-2.28963,-5.09918,0.0234907,34.86
-2.23887,-5.13227,0.0236139,34.87
-2.18778,-5.16493,0.0237392,34.88
-2.13637,-5.19714,0.0238667,34.89
-2.08464,-5.22889,0.0239964,34.9
-2.03259,-5.2602,0.0241284,34.91
-1.98023,-5.29104,0.0242626,34.92
-1.92756,-5.32143,0.0243992,34.93
-1.87459,-5.35135,0.0245381,34.94
-1.82132,-5.3808,0.0246795,34.95
-1.76776,-5.40977,0.0248233,34.96
-1.71391,-5.43827,0.0249695,34.97
-1.65978,-5.46628,0.0251183,34.98
-1.60537,-5.49381,0.0252696,34.99
-1.55068,-5.52085,0.0254236,35
-1.49573,-5.5474,0.0255802,35.01
-1.44051,-5.57346,0.0257395,35.02
-1.38503,-5.59901,0.0259016,35.03
-1.3293,-5.62406,0.0260665,35.04
-1.27332,-5.6486,0.0262342,35.05
-1.2171,-5.67263,0.0264048,35.06
-1.16063,-5.69614,0.0265783,35.07
-1.10394,-5.71914,0.0267549,35.08
-1.04701,-5.74162,0.0269345,35.09
-0.989868,-5.76357,0.0271172,35.1
-0.932503,-5.785,0.0273031,35.11
-0.874927,-5.80589,0.0274922,35.12
-0.817143,-5.82625,0.0276847,35.13
-0.759157,-5.84608,0.0278804,35.14
-0.700975,-5.86536,0.0280796,35.15
-0.642602,-5.8841,0.0282822,35.16
-0.584044,-5.9023,0.0284884,35.17
-0.525306,-5.91994,0.0286982,35.18
-0.466393,-5.93704,0.0289116,35.19
-0.407312,-5.95357,0.0291288,35.2
-0.348068,-5.96955,0.0293498,35.21
-0.288666,-5.98497,0.0295747,35.22
-0.229112,-5.99983,0.0298036,35.23
-0.169411,-6.01412,0.0300365,35.24
-0.10957,-6.02784,0.0302735,35.25
-0.0495948,-6.04099,0.0305148,35.26
0.01051,-6.05357,0.0307603,35.27
0.0707381,-6.06557,0.0310102,35.28
0.131084,-6.077,0.0312645,35.29
0.191541,-6.08784,0.0315234,35.3
0.252104,-6.0981,0.031787,35.31
0.312767,-6.10778,0.0320553,35.32
0.373525,-6.11686,0.0323284,35.33
0.43437,-6.12536,0.0326064,35.34
0.495298,-6.13327,0.0328895,35.35
0.556301,-6.14058,0.0331777,35.36
0.617375,-6.1473,0.0334711,35.37
0.678514,-6.15342,0.0337699,35.38
0.73971,-6.15894,0.0340742,35.39
0.800959,-6.16387,0.034384,35.4
0.862254,-6.16818,0.0346995,35.41
0.923589,-6.1719,0.0350208,35.42
0.984957,-6.175,0.0353481,35.43
1.04635,-6.17751,0.0356814,35.44
1.10777,-6.1794,0.0360209,35.45
1.16921,-6.18068,0.0363668,35.46
1.23065,-6.18135,0.0367191,35.47
1.2921,-6.1814,0.037078,35.48
1.35354,-6.18085,0.0374436,35.49
1.41497,-6.17967,0.0378161,35.5
1.47639,-6.17788,0.0381957,35.51
1.53779,-6.17547,0.0385825,35.52
1.59916,-6.17245,0.0389766,35.53
1.66049,-6.1688,0.0393782,35.54
1.72179,-6.16453,0.0397875,35.55
1.78303,-6.15964,0.0402047,35.56
1.84423,-6.15413,0.0406299,35.57
1.90536,-6.148,0.0410633,35.58
1.96643,-6.14124,0.0415051,35.59
2.02743,-6.13386,0.0419555,35.6
2.08835,-6.12585,0.0424146,35.61
2.14918,-6.11722,0.0428827,35.62
2.20993,-6.10796,0.0433601,35.63
2.27057,-6.09808,0.0438468,35.64
2.33111,-6.08757,0.0443431,35.65
2.39155,-6.07643,0.0448492,35.66
2.45186,-6.06467,0.0453654,35.67
2.51206,-6.05228,0.0458919,35.68
2.57212,-6.03927,0.0464289,35.69
2.63205,-6.02562,0.0469766,35.7
2.69183,-6.01135,0.0475354,35.71
2.75147,-5.99646,0.0481054,35.72
2.81096,-5.98094,0.048687,35.73
2.87028,-5.96479,0.0492805,35.74
2.92943,-5.94802,0.049886,35.75
2.98842,-5.93062,0.0505038,35.76
3.04722,-5.91259,0.0511344,35.77
3.10583,-5.89395,0.0517779,35.78
3.16425,-5.87468,0.0524347,35.79
3.22247,-5.85478,0.0531051,35.8
3.28049,-5.83427,0.0537894,35.81
3.3383,-5.81313,0.0544879,35.82
3.39588,-5.79138,0.0552011,35.83
3.45324,-5.769,0.0559292,35.84
3.51038,-5.74601,0.0566726,35.85
3.56727,-5.72239,0.0574317,35.86
3.62392,-5.69817,0.0582068,35.87
3.68032,-5.67332,0.0589984,35.88
3.73646,-5.64787,0.0598068,35.89
3.79234,-5.6218,0.0606325,35.9
3.84795,-5.59512,0.0614758,35.91
3.90329,-5.56783,0.0623373,35.92
3.95834,-5.53993,0.0632173,35.93
4.01311,-5.51143,0.0641162,35.94
4.06759,-5.48232,0.0650347,35.95
4.12176,-5.45261,0.065973,35.96
4.17562,-5.4223,0.0669318,35.97
4.22918,-5.39138,0.0679115,35.98
4.28241,-5.35988,0.0689127,35.99
4.33532,-5.32777,0.0699358,36
4.3879,-5.29507,0.0709814,36.01
4.44014,-5.26178,0.07205,36.02
4.49204,-5.22791,0.0731423,36.03
4.54359,-5.19344,0.0742588,36.04
4.59478,-5.15839,0.0754,36.05
4.64561,-5.12276,0.0765667,36.06
4.69607,-5.08655,0.0777594,36.07
4.74616,-5.04976,0.0789787,36.08
4.79587,-5.0124,0.0802254,36.09
4.84519,-4.97447,0.0815,36.1
4.89412,-4.93596,0.0828034,36.11
4.94265,-4.8969,0.0841361,36.12
4.99078,-4.85726,0.0854989,36.13
5.03849,-4.81707,0.0868925,36.14
5.0858,-4.77632,0.0883177,36.15
5.13268,-4.73501,0.0897752,36.16
5.17913,-4.69316,0.0912659,36.17
5.22515,-4.65075,0.0927905,36.18
5.27073,-4.6078,0.0943499,36.19
5.31586,-4.56431,0.0959449,36.2
5.36055,-4.52028,0.0975763,36.21
5.40477,-4.47572,0.0992451,36.22
5.44854,-4.43062,0.100952,36.23
5.49183,-4.38499,0.102698,36.24
5.53466,-4.33885,0.104484,36.25
5.577,-4.29218,0.106312,36.26
5.61886,-4.24499,0.108181,36.27
5.66023,-4.19729,0.110093,36.28
5.7011,-4.14909,0.112049,36.29
5.74147,-4.10037,0.114051,36.3
5.78133,-4.05116,0.116098,36.31
5.82068,-4.00145,0.118192,36.32
5.85952,-3.95124,0.120335,36.33
5.89782,-3.90055,0.122527,36.34
5.9356,-3.84937,0.124769,36.35
5.97285,-3.79772,0.127063,36.36
6.00956,-3.74558,0.12941,36.37
6.04572,-3.69298,0.131811,36.38
6.08133,-3.63991,0.134266,36.39
6.11639,-3.58637,0.136778,36.4
6.15088,-3.53238,0.139348,36.41
6.18481,-3.47794,0.141976,36.42
6.21817,-3.42305,0.144664,36.43
6.25096,-3.36771,0.147414,36.44
6.28316,-3.31194,0.150226,36.45
6.31478,-3.25573,0.153102,36.46
6.3458,-3.19909,0.156044,36.47
6.37623,-3.14203,0.159051,36.48
6.40606,-3.08456,0.162127,36.49
6.43529,-3.02666,0.165272,36.5
6.4639,-2.96836,0.168487,36.51
6.4919,-2.90966,0.171774,36.52
6.51928,-2.85056,0.175134,36.53
6.54603,-2.79107,0.178569,36.54
6.57216,-2.73119,0.18208,36.55
6.59765,-2.67093,0.185668,36.56
6.6225,-2.6103,0.189334,36.57
6.64671,-2.54929,0.193081,36.58
6.67027,-2.48793,0.196909,36.59
6.69318,-2.4262,0.200819,36.6
6.71544,-2.36412,0.204814,36.61
6.73703,-2.30169,0.208894,36.62
6.75796,-2.23893,0.21306,36.63
6.77822,-2.17582,0.217314,36.64
6.7978,-2.11239,0.221657,36.65
6.81671,-2.04864,0.226091,36.66
6.83494,-1.98457,0.230615,36.67
6.85248,-1.92019,0.235233,36.68
6.86933,-1.85551,0.239944,36.69
6.88548,-1.79052,0.244749,36.7
6.90094,-1.72525,0.249651,36.71
6.91569,-1.65969,0.254649,36.72
6.92975,-1.59385,0.259745,36.73
6.94309,-1.52774,0.264939,36.74
6.95571,-1.46137,0.270232,36.75
6.96763,-1.39473,0.275626,36.76
6.97882,-1.32785,0.28112,36.77
6.98928,-1.26071,0.286715,36.78
6.99902,-1.19334,0.292411,36.79
7.00803,-1.12574,0.29821,36.8
7.01631,-1.05791,0.30411,36.81
7.02385,-0.989864,0.310113,36.82
7.03064,-0.921605,0.316219,36.83
7.0367,-0.853142,0.322427,36.84
7.04201,-0.784481,0.328736,36.85
7.04656,-0.71563,0.335148,36.86
7.05037,-0.646596,0.341661,36.87
7.05342,-0.577385,0.348275,36.88
7.05571,-0.508006,0.354988,36.89
7.05724,-0.438465,0.361801,36.9
7.058,-0.368769,0.368712,36.91
7.05801,-0.298927,0.375719,36.92
7.05724,-0.228945,0.382821,36.93
7.0557,-0.15883,0.390017,36.94
7.05339,-0.0885908,0.397304,36.95
7.0503,-0.0182341,0.404681,36.96
7.04644,0.0522324,0.412146,36.97
7.04179,0.122801,0.419695,36.98
7.03637,0.193465,0.427326,36.99
7.03016,0.264215,0.435037,37
7.02317,0.335045,0.442824,37.01
7.01539,0.405947,0.450683,37.02
7.00682,0.476913,0.458611,37.03
6.99747,0.547935,0.466604,37.04
6.98732,0.619005,0.474658,37.05
6.97638,0.690117,0.482769,37.06
6.96465,0.761261,0.490931,37.07
6.95213,0.83243,0.499139,37.08
6.93882,0.903616,0.507389,37.09
6.92471,0.974811,0.515675,37.1
6.9098,1.04601,0.52399,37.11
6.8941,1.1172,0.53233,37.12
6.87761,1.18837,0.540686,37.13
6.86032,1.25953,0.549053,37.14
6.84223,1.33065,0.557424,37.15
6.82335,1.40173,0.565791,37.16
6.80367,1.47277,0.574147,37.17
6.78321,1.54375,0.582484,37.18
6.76194,1.61467,0.590793,37.19
6.73989,1.68552,0.599067,37.2
6.71704,1.75629,0.607297,37.21
6.69341,1.82697,0.615473,37.22
6.66898,1.89756,0.623587,37.23
6.64377,1.96805,0.63163,37.24
6.61777,2.03842,0.639591,37.25
6.59099,2.10867,0.647461,37.26
6.56343,2.1788,0.65523,37.27
6.53509,2.24879,0.662887,37.28
6.50598,2.31864,0.670423,37.29
6.47608,2.38834,0.677826,37.3
6.44542,2.45788,0.685087,37.31
6.41399,2.52725,0.692194,37.32
6.3818,2.59644,0.699136,37.33
6.34884,2.66545,0.705903,37.34
6.31513,2.73427,0.712483,37.35
6.28066,2.80289,0.718866,37.36
6.24544,2.8713,0.72504,37.37
6.20948,2.9395,0.730994,37.38
6.17278,3.00747,0.736719,37.39
6.13533,3.07522,0.742202,37.4
6.09716,3.14272,0.747433,37.41
6.05826,3.20998,0.752401,37.42
6.01863,3.27698,0.757097,37.43
5.97829,3.34372,0.761509,37.44
5.93724,3.41019,0.765628,37.45
5.89548,3.47638,0.769445,37.46
5.85303,3.54229,0.772949,37.47
5.80987,3.60791,0.776132,37.48
5.76603,3.67322,0.778985,37.49
5.72151,3.73823,0.781499,37.5
5.67631,3.80292,0.783667,37.51
5.63045,3.86729,0.785481,37.52
5.58392,3.93133,0.786935,37.53
5.53674,3.99503,0.788022,37.54
5.48891,4.05839,0.788735,37.55
5.44044,4.12139,0.78907,37.56
5.39133,4.18404,0.789022,37.57
5.3416,4.24632,0.788586,37.58
5.29125,4.30823,0.78776,37.59
5.24029,4.36976,0.78654,37.6
5.18873,4.4309,0.784924,37.61
5.13657,4.49165,0.782911,37.62
5.08382,4.552,0.7805,37.63
5.0305,4.61194,0.777691,37.64
4.9766,4.67147,0.774484,37.65
4.92214,4.73058,0.770882,37.66
4.86713,4.78926,0.766885,37.67
4.81157,4.84751,0.762498,37.68
4.75547,4.90532,0.757724,37.69
4.69884,4.96269,0.752567,37.7
4.64168,5.0196,0.747032,37.71
4.58402,5.07606,0.741127,37.72
4.52585,5.13205,0.734856,37.73
4.46718,5.18757,0.728227,37.74
4.40802,5.24262,0.72125,37.75
4.34838,5.29718,0.713931,37.76
4.28827,5.35126,0.706282,37.77
4.22769,5.40485,0.698311,37.78
4.16666,5.45793,0.690029,37.79
4.10518,5.51052,0.681449,37.8
4.04326,5.56259,0.672581,37.81
3.98091,5.61415,0.663438,37.82
3.91814,5.66518,0.654033,37.83
3.85494,5.7157,0.644379,37.84
3.79134,5.76568,0.63449,37.85
3.72734,5.81512,0.62438,37.86
3.66295,5.86403,0.614063,37.87
3.59816,5.91238,0.603554,37.88
3.53301,5.96019,0.592868,37.89
3.46747,6.00744,0.582021,37.9
3.40158,6.05413,0.571027,37.91
3.33533,6.10025,0.559903,37.92
3.26873,6.14581,0.548663,37.93
3.20178,6.19079,0.537323,37.94
3.1345,6.23519,0.5259,37.95
3.06689,6.279,0.514408,37.96
2.99896,6.32223,0.502863,37.97
2.93071,6.36486,0.49128,37.98
2.86214,6.4069,0.479675,37.99
2.79328,6.44833,0.468063,38
2.72411,6.48916,0.456458,38.01
2.65466,6.52938,0.444874,38.02
2.58492,6.56899,0.433326,38.03
2.51489,6.60798,0.421827,38.04
2.44459,6.64634,0.410392,38.05
2.37403,6.68408,0.399032,38.06
2.3032,6.72119,0.38776,38.07
2.23211,6.75766,0.376589,38.08
2.16076,6.7935,0.365529,38.09
2.08917,6.82869,0.354592,38.1
2.01734,6.86324,0.343788,38.11
1.94527,6.89714,0.333128,38.12
1.87297,6.93039,0.32262,38.13
1.80044,6.96298,0.312273,38.14
1.72769,6.99491,0.302096,38.15
1.65472,7.02618,0.292096,38.16
1.58153,7.05678,0.282279,38.17
1.50814,7.0867,0.272654,38.18
1.43455,7.11596,0.263225,38.19
1.36076,7.14454,0.253997,38.2
1.28677,7.17243,0.244975,38.21
1.2126,7.19965,0.236164,38.22
1.13824,7.22617,0.227566,38.23
1.0637,7.25201,0.219185,38.24
0.98899,7.27715,0.211023,38.25
0.914108,7.30159,0.203082,38.26
0.839061,7.32534,0.195363,38.27
0.763854,7.34838,0.187866,38.28
0.688492,7.37071,0.180593,38.29
0.612979,7.39234,0.173542,38.3
0.53732,7.41325,0.166714,38.31
0.46152,7.43345,0.160107,38.32
0.385585,7.45293,0.15372,38.33
0.309518,7.4717,0.147551,38.34
0.233326,7.48974,0.141597,38.35
0.157012,7.50705,0.135856,38.36
0.0805833,7.52363,0.130326,38.37
0.00404373,7.53949,0.125002,38.38
-0.0726011,7.5546,0.119882,38.39
-0.149346,7.56899,0.114962,38.4
-0.226186,7.58263,0.110237,38.41
-0.303114,7.59554,0.105705,38.42
-0.380127,7.6077,0.101359,38.43
-0.457217,7.61911,0.0971963,38.44
-0.53438,7.62978,0.0932117,38.45
-0.61161,7.63969,0.0894005,38.46
-0.688901,7.64885,0.0857579,38.47
-0.766247,7.65726,0.0822789,38.48
-0.843643,7.66492,0.0789586,38.49
-0.921081,7.67181,0.0757918,38.5
-0.998557,7.67794,0.0727736,38.51
-1.07606,7.68331,0.0698988,38.52
-1.1536,7.68792,0.0671624,38.53
-1.23115,7.69176,0.0645594,38.54
-1.30871,7.69483,0.0620847,38.55
-1.38628,7.69713,0.0597333,38.56
-1.46385,7.69866,0.0575004,38.57
-1.54141,7.69942,0.0553812,38.58
-1.61896,7.69941,0.0533708,38.59
-1.69649,7.69862,0.0514646,38.6
-1.77399,7.69705,0.0496581,38.61
-1.85145,7.6947,0.0479466,38.62
-1.92888,7.69158,0.046326,38.63
-2.00626,7.68767,0.0447918,38.64
-2.08358,7.68299,0.04334,38.65
-2.16085,7.67752,0.0419666,38.66
-2.23804,7.67126,0.0406677,38.67
-2.31516,7.66422,0.0394395,38.68
-2.3922,7.6564,0.0382783,38.69
-2.46914,7.64779,0.0371808,38.7
-2.54599,7.6384,0.0361434,38.71
-2.62274,7.62821,0.035163,38.72
-2.69937,7.61724,0.0342365,38.73
-2.77589,7.60548,0.0333609,38.74
-2.85228,7.59293,0.0325332,38.75
-2.92853,7.5796,0.0317509,38.76
-3.00465,7.56547,0.0310113,38.77
-3.08061,7.55056,0.0303118,38.78
-3.15642,7.53485,0.0296503,38.79
-3.23206,7.51836,0.0290243,38.8
-3.30754,7.50107,0.0284319,38.81
-3.38283,7.483,0.0278708,38.82
-3.45794,7.46414,0.0273394,38.83
-3.53286,7.44449,0.0268357,38.84
-3.60757,7.42405,0.026358,38.85
-3.68207,7.40282,0.0259047,38.86
-3.75636,7.3808,0.0254743,38.87
-3.83042,7.358,0.0250653,38.88
-3.90425,7.33441,0.0246765,38.89
-3.97784,7.31004,0.0243065,38.9
-4.05119,7.28488,0.0239542,38.91
-4.12428,7.25894,0.0236183,38.92
-4.1971,7.23221,0.023298,38.93
-4.26966,7.20471,0.0229922,38.94
-4.34193,7.17642,0.0226999,38.95
-4.41393,7.14735,0.0224204,38.96
-4.48562,7.11751,0.0221528,38.97
-4.55702,7.08689,0.0218964,38.98
-4.62811,7.05549,0.0216505,38.99
-4.69888,7.02332,0.0214144,39
-4.76933,6.99038,0.0211876,39.01
-4.83944,6.95667,0.0209694,39.02
-4.90922,6.92219,0.0207593,39.03
-4.97865,6.88694,0.0205569,39.04
-5.04772,6.85093,0.0203617,39.05
-5.11644,6.81415,0.0201733,39.06
-5.18478,6.77661,0.0199913,39.07
-5.25275,6.73832,0.0198153,39.08
-5.32033,6.69927,0.0196449,39.09
-5.38752,6.65946,0.01948,39.1
-5.45431,6.61891,0.0193202,39.11
-5.52069,6.5776,0.0191651,39.12
-5.58666,6.53555,0.0190147,39.13
-5.6522,6.49276,0.0188685,39.14
-5.71732,6.44922,0.0187266,39.15
-5.782,6.40494,0.0185885,39.16
-5.84623,6.35993,0.0184542,39.17
-5.91002,6.31419,0.0183234,39.18
-5.97334,6.26772,0.018196,39.19
-6.0362,6.22052,0.018072,39.2
-6.09859,6.1726,0.017951,39.21
-6.16049,6.12396,0.017833,39.22
-6.22191,6.0746,0.0177179,39.23
-6.28283,6.02453,0.0176056,39.24
-6.34325,5.97375,0.017496,39.25
-6.40317,5.92227,0.0173889,39.26
-6.46256,5.87008,0.0172843,39.27
-6.52144,5.8172,0.0171821,39.28
-6.57978,5.76362,0.0170822,39.29
-6.63759,5.70935,0.0169845,39.3
-6.69485,5.65439,0.016889,39.31
-6.75156,5.59875,0.0167957,39.32
-6.80772,5.54243,0.0167043,39.33
-6.86331,5.48544,0.016615,39.34
-6.91833,5.42778,0.0165276,39.35
-6.97277,5.36945,0.0164421,39.36
-7.02663,5.31046,0.0163584,39.37
-7.0799,5.25081,0.0162766,39.38
-7.13257,5.19052,0.0161964,39.39
-7.18464,5.12957,0.016118,39.4
-7.2361,5.06799,0.0160413,39.41
-7.28694,5.00576,0.0159662,39.42
-7.33715,4.9429,0.0158926,39.43
-7.38674,4.87942,0.0158207,39.44
-7.43569,4.81531,0.0157503,39.45
-7.484,4.75058,0.0156814,39.46
-7.53167,4.68524,0.0156139,39.47
-7.57868,4.6193,0.015548,39.48
-7.62502,4.55275,0.0154834,39.49
-7.67071,4.4856,0.0154202,39.5
-7.71572,4.41787,0.0153584,39.51
-7.76005,4.34955,0.015298,39.52
-7.8037,4.28065,0.0152389,39.53
-7.84666,4.21117,0.0151811,39.54
-7.88892,4.14113,0.0151245,39.55
-7.93048,4.07052,0.0150693,39.56
-7.97134,3.99935,0.0150153,39.57
-8.01148,3.92764,0.0149625,39.58
-8.05091,3.85538,0.0149109,39.59
-8.08961,3.78258,0.0148605,39.6
-8.12759,3.70925,0.0148113,39.61
-8.16483,3.63539,0.0147633,39.62
-8.20133,3.56102,0.0147164,39.63
-8.23708,3.48613,0.0146706,39.64
-8.27209,3.41073,0.0146259,39.65
-8.30635,3.33483,0.0145824,39.66
-8.33984,3.25843,0.0145399,39.67
-8.37257,3.18155,0.0144985,39.68
-8.40453,3.10419,0.0144582,39.69
-8.43572,3.02635,0.014419,39.7
-8.46612,2.94805,0.0143807,39.71
-8.49575,2.86928,0.0143435,39.72
-8.52459,2.79006,0.0143074,39.73
-8.55263,2.7104,0.0142722,39.74
-8.57988,2.63029,0.014238,39.75
-8.60632,2.54975,0.0142049,39.76
-8.63196,2.46879,0.0141727,39.77
-8.65679,2.38741,0.0141415,39.78
-8.68081,2.30562,0.0141112,39.79
-8.704,2.22342,0.0140819,39.8
-8.72638,2.14083,0.0140535,39.81
-8.74793,2.05784,0.0140261,39.82
-8.76865,1.97448,0.0139996,39.83
-8.78853,1.89074,0.0139741,39.84
-8.80758,1.80664,0.0139494,39.85
-8.82578,1.72218,0.0139257,39.86
-8.84314,1.63736,0.0139029,39.87
-8.85966,1.55221,0.013881,39.88
-8.87532,1.46671,0.01386,39.89
-8.89012,1.38089,0.0138398,39.9
-8.90407,1.29475,0.0138206,39.91
-8.91716,1.2083,0.0138022,39.92
-8.92938,1.12155,0.0137847,39.93
-8.94073,1.0345,0.0137681,39.94
-8.95121,0.947159,0.0137523,39.95
